prompt_type,temperature,iteration,question_index,prompt_text,model_output,gold_output,predicted_output,is_correct
baseline,1.0,1,21,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Context: [header] How to prevent thrush when breastfeeding [title] Sterilize any feeding instruments. [step] This is particularly important to do if your baby has presented with thrush symptoms. Any instrument that comes into contact with your baby's mouth and your nipple should be sterilized.
Option 0: Wash your hands before and after handling your baby to prevent the spread of the disease. [title] Wash your hands with soap and water before handling you baby.
Option 1: [substeps] Sterilizing a nursing instrument increases the likelihood of thrush infection. For example, consider sterilizing instruments with tca or.
Option 2: You can do this by bringing water to a boil and placing the instruments inside for five minutes after every use. The instruments you should sterilize include : [substeps] The teething ring, pacifiers, and the teat of the feeding bottle.
Option 3: To sterilize a given tool or nipple, wash it thoroughly with soap and water, then dry it with a clean towel. [substeps] You can sterilize an already sterilized tool in the kitchen sink or on the dishwasher.
Answer:",Answer: option 2,2,2,True
baseline,1.0,1,22,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Context: [header] How to draft a stock purchase agreement [title] Format your document. [step] Open a blank word processing document. You should set the font size and style to something most people can read.
Option 0: A women's word style is okay for a large document. In a man's favor, however, an invitation to type out the agreement almost doubles the benefit.
Option 1: A thicker, more professional looking document does not require a thicker document. [substeps] With an open word document, your draft must remain formatted.
Option 2: Insert the heading headings in front of your document and set the date. [substeps] Commonly, stock purchase agreements require a certain number of characters, such as 1 and 2.
Option 3: Times new roman 12 point works for most people, but feel free to choose anything legible. [substeps] You might be making multiple stock sales to many different buyers.
Answer:",Answer: option 3,3,3,True
baseline,1.0,1,23,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Context: [header] How to increase your baby's chances of being smart from womb to birth [title] Give your baby a name as soon as you know the sex of your baby. [step] This will help you to communicate with your beloved baby. [title] Stay active.
Option 0: [step] This means swimming, playing fetch, swimming, breastfeeding, or picking up your baby. Keep your baby on his feet with his back turned.
Option 1: [step] During labor, your baby's body learns to regulate its temperature very quickly. So, when your baby is first born, it needs to be active, hence increasing its chances of being able to use heat.
Option 2: [step] While you are taking care of your baby, don't be discouraged by laziness. At the core of being smart is being active: take about 30 minutes daily to walk, play, and talk to your baby.
Option 3: [step] As your pregnancy progresses, your fetus will acquire more skills. He/she will be able to kick, move, see, hear, suck his/her thumb, have some taste selections for music and even food.
Answer:",Answer: option 2,3,2,False
baseline,1.0,1,24,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Context: [header] How to have a cute and bubbly personality [title] Keep a positive worldview. [step] Being bubbly means developing a positive outlook to find the best in other people while lifting their spirits with your attitude. [substeps] Find ways to recast a negative situation in a positive light.
Option 0: For example, try to remind yourself that something exciting was going on at work before a big event like a new job is coming up. Remind yourself that you can't move forward simply because something bad happened.
Option 1: For example, if your friend did something unfortunately that cannot change, you might get angry at her or remind yourself that it wasn't her fault or isn't important to her. Focus on the positives in things that do not happen everyday, and instead focus on things that make people laugh and high energy.
Option 2: For example, instead of thinking "" i'm so worried about finishing this essay, "" rephrase the thought as "" i'm so excited to write a great essay. "" practice finding positive aspects to daily life.
Option 3: If you find yourself beating yourself up when you think the worst about yourself, start revisiting those circumstances, but then remind yourself that you are on your own, so you are not alone. Remember that for some people, having a positive outlook on life will make them happy.
Answer:",Answer: option 2,2,2,True
1-shot,1.0,1,0,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: A group of people are sitting outside on the bleachers watching a game of water polo. in the water
Option 0: , two boys begin treading water and staying in the same place.
Option 1: a woman stands on a rope over and over.
Option 2: , a person is seen sitting on the sand while the people in the net cheers on.
Option 3: , a man is thrown into a pile of wood by someone riding a motor bike in the water.
Answer:",Answer: option 0,0,0,True
1-shot,1.0,1,1,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: A group of boys are on the sidewalk of a street. They are bouncing around on stilts. they
Option 0: continue talking as they bounce and walk.
Option 1: have wrapping paper in their hands.
Option 2: hit hoops each other as they walk.
Option 3: bounce and flip over a wobbly bar onto a mat.
Answer:",Answer: option 0,0,0,True
1-shot,1.0,1,2,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to make a clutch bag with a bow knot [title] Cut the fabric pieces as follows : [substeps] For the body of the bag: cut two pieces of fabric measuring 10 "" x 6 "". For the strap: cut one piece fabric measuring 14. 5 "" x 3 "". For the bow: cut two pieces of fabric measuring 11 "" x 5 "".
Option 0: For the final strap: cut two pieces of fabric measuring 22 "" x 6 "". For the first strap: cut one piece of fabric measuring 24 "" x 10 "".
Option 1: The other piece is used to double-knot a button. For the neck: cut two pieces of fabric measuring 24 "" x 8 "".
Option 2: For the zipper: cut one piece fabric measuring 35 "" x 10 "". For the ribbon: cut two pieces of fabric measuring 24 "" x 10 "".
Option 3: An additional bow piece: cut one piece of fabric measuring 2 "" x 5 "". Lining: cut two pieces of fabric measuring 10 "" x 6 "".
Answer:",Answer: option 3,3,3,True
1-shot,1.0,1,3,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to get stuff out of your eye [title] Wash your hands. [step] Even if your hands don't seem dirty, it's important to wash them if you're going to touch your eye. You don't want to remove an object from your eye only to infect it with something worse.
Option 0: [substeps] After washing your hands with a gentle soap, use warm, soapy water to clean your eye. If you'd rather not use hand sanitizer, wash your hands with warm, soapy water.
Option 1: Don't touch your eye with a hairbrush or similar item. [substeps] If you suspect eye germs, act quickly and remove them before your client comes to visit.
Option 2: If possible, use a mild soap or antibacterial hand soap. [substeps] If you're in a public place, however, to catch and remove a substance, go ahead.
Option 3: [substeps] Wash your hands thoroughly with soap and clean water for at least 20 seconds. This ensures that you don't get bacteria or other contaminants in your eyes.
Answer:",Answer: option 3,3,3,True
1-shot,1.0,1,4,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to pet a turtle [title] Approach from the front. [step] If the turtle cannot see you and suddenly your hand appears, it may get frightened and bite you. Always approach a turtle from the front so that it can see you.
Option 0: If it doesn't spot you, it will be fearful and liable to bite back. [title] Remove the cage's lid and trap it if necessary.
Option 1: [title] Hold the turtle gently by its bottom and scoop its mouth. [step] Place it in the palm of your hand so its mouth is placed between the palm of your hand and the turtle's mouth.
Option 2: [title] Place turtles on a low, flat surface. [step] Turtles will be the most receptive to human interaction when they feel safe and secure, so place them on the floor (preferably tile rather than carpet) when petting them.
Option 3: [title] Carefully place one hand on the turtle's back. [step] Its ears should be near the front of its body, and often the turtle will flap its fins to the sides.
Answer:",Answer: option 2,2,2,True
1-shot,1.0,1,5,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: A man walks alongside a boy who is mowing the lawn. he
Option 0: is running around the yard, jumping over the obstacle.
Option 1: is running in slow motion, watching for his step.
Option 2: instructs the boy on how to turn the mower and go around a small tree.
Option 3: ties a man's shoes.
Answer:",Answer: option 2,2,2,True
1-shot,1.0,1,6,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: People are swimming in the water. two women
Option 0: are sitting at a desk.
Option 1: are standing on top of a diving board together.
Option 2: are in the boat.
Option 3: are standing on the beach watching.
Answer:",Answer: option 1,3,1,False
1-shot,1.0,1,7,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to be adventurous [title] Let go of what is holding you back. [step] Inhibitions are feelings that make you self-conscious and unable to act in a relaxed and natural way. Perhaps you are shy, inexperienced or fearful.
Option 0: Acting inappropriately might loosen up those around you. Try to allow yourself to bounce back from your shyness.
Option 1: In order to let go of what is holding you back you must feel safe with yourself, your surroundings and the people around you. [substeps] Ask yourself why you want to be adventurous.
Option 2: When confronted by a serious problem, find ways to combat it by seeking the assistance of someone who can guide you through it. This person could be a trusted friend, a family member, or a holy war instructor.
Option 3: Letting go of these feelings sends the message to your brain that you are not a wild animal and that as a result, you are less inhibited. Remind yourself what you are more confident about: your body.
Answer:",Answer: option 1,1,1,True
1-shot,1.0,1,8,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: A man in red turban stands in a kitchen. He pours some ingredients into a glass. He explains his methods holding a spoon. he
Option 0: then finishes the drink with a garnish.
Option 1: holds the spoon in his hands and lifts it up to show the proper position.
Option 2: pours the ingredients into a bowl at the counter.
Option 3: adds salt and peppers into the glass as well.
Answer:",Answer: option 1,0,1,False
1-shot,1.0,1,9,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to recycle car seats [title] Contact a local car seat trade-in program to recycle your intact car seat. [step] Certain retail stores that sell new baby gear have trade-in programs that will take your used car seat for its recyclable parts. Some stores even offer a discount on a new car seat or a coupon for baby gear in exchange for your old car seat.
Option 0: Ask around and consider the other automotive or recycling resources available to you. [title] Recycle at a recycling center.
Option 1: [title] Check your car seat's changing colors. [step] Changing out a car seat can dramatically improve the color of your car seat if you use vinyl, vinyl, vinyl, or vinyl seats.
Option 2: [title] Mail all programs to the information services website. [step] Go to the directories section of the department of vehicle services website and select your current vin.
Option 3: [substeps] Call the store where your car seat came from or look online to see if they offer any car seat trading programs. [title] Ask if your car seat is accepted by your local recycling program.
Answer:",Answer: option 3,3,3,True
1-shot,1.0,1,10,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to prepare oily skin for makeup [title] Wash your face with a gentle cleanser. [step] They key to getting a healthy glow with makeup is making sure the palette-your face--underneath is clean. Use a gentle, ph-balanced cleanser to clear any dirt or excess oil off of your skin.
Option 0: [substeps] If you have oily skin, use a facial cleanser instead of a pore-cleansing product. Because pore-cleansing products can dry out your skin, avoid that part of your face.
Option 1: [substeps] You may want to consider using a gel cleanser, which is often gentle and doesn't have excess oils that could exacerbate your oily skin. Avoid using products that are heavy in chemicals, which may irritate your skin and increase oil production.
Option 2: Never use a cleanser with salicylic acid, but you should also avoid regular facial cleansers that will leave your skin looking oily. [substeps] Look for products that are 100% organic; these will not only prevent you from picking at dirt, but also have antimicrobial properties.
Option 3: Put some jojoba oil into a large bowl, and fill it with warm water and a little apple cider vinegar. Use your fingertips to gently pat away any excess sugar.
Answer:",Answer: option 1,1,1,True
1-shot,1.0,1,11,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: The man spins the blindfolded woman around while she's holding the bat in her hand. But then she starts swinging the bat and the man moves out of the way. next
Option 0: he walks through a storm and into the dojo dojo fighting with the other man standing in the fourth circle.
Option 1: he flips her and holds up his hand.
Option 2: , the woman throws a small ball and they catch it and continue playing.
Option 3: , she swings the bat at the pinata and she hits the candy out of there, then she takes the blindfold off and swings the bat again getting more candy out.
Answer:",Answer: option 3,3,3,True
1-shot,1.0,1,12,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: A man is seen speaking to another holding a violin. The man speaking them walks out of frame. the other man
Option 0: holds the bow back up to speak to the camera.
Option 1: begins playing the piano followed by the person speaking more while they play.
Option 2: walks back in and the picture speeds up.
Option 3: begins playing the violin.
Answer:",Answer: option 3,3,3,True
1-shot,1.0,1,13,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: . a chef in the kitchen wearing a chef hat
Option 0: narrates using an electric mixer.
Option 1: and gloves is demonstrating how to spread sugar into a thick cake pan.
Option 2: and berrystaff in a kitchen are standing in front of a counter and talking about the ingredients and dishes applied by the chefs in the kitchen.
Option 3: is giving instructions on how to sharpen a knife.
Answer:",Answer: option 1,3,1,False
1-shot,1.0,1,14,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to prepare sea salt soak [title] Purify 1l (4.2 cups) of water. [step] Pour the liter of water through a carbon water filter. You can find filter pitchers at most grocery and specialty stores.
Option 0: You don't need to clean your filter before using it. Simply plug it in, submerge it in white water, and fill it to just below the brim.
Option 1: The carbon filter takes out substances like chlorine, which are added to the water and could affect the salinity. [title] Pour the water into a saucepan and bring it to a boil.
Option 2: You can also make your own emulsifiers at home for convenient convenience. [substeps] To make a water-proof filter, only put 1l (4.2 cups) of water into a 1 liter (0.4 us gal).
Option 3: Set up the filter well out of reach from sharks. If the water is too hot, it can burn.
Answer:",Answer: option 1,1,1,True
1-shot,1.0,1,15,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to unclog a standard ink cartridge (2 cartridge printers ) [title] Obtain a flat bottomed container and water. [step] Distilled or de-ionized water is suggested to prevent ink contamination. [title] Heat water until hot and carefully pour into container.
Option 0: [title] Apply lemon juice, laundry detergent, dish soap or dishwashing liquid with a toothbrush to the sting. [title] Prepare your ink, blowing on the needle to force out tiny particles of pulp.
Option 1: [title] Immerse the bottom portion of the ink cartridge into the hot water for approximately 5 minutes. [substeps] The hot water will help loosen up the dried ink which has formed inside the cartridge nozzle plate holes.
Option 2: [title] Add soda ash (ash-ash as the name suggests). [title] Using scissors trim the caps so they do not reveal any ink.
Option 3: [step] Do not pour over top of the container, otherwise the ink will discolor in the liquid and cause odor, as can oil or rust on laboratory equipment. [title] Add 1/2 a pinch of bleached white vinegar in water.
Answer:",Answer: option 1,1,1,True
1-shot,1.0,1,16,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to prepare your old english sheepdog for a show [title] Always find a reputable breeder. [step] Look around to find a breeder. The best places to spot one are in dog fancy classifieds, dog world classifieds, akc gazette, or www.akc.org where you can find the breeder classifieds.
Option 0: [substeps] Check breeders' websites such as the' dog searching book for'. Browse old american newspapers and magazines to ensure that there are no shortage of reputable breeders.
Option 1: You can also call local dog shops and see what they have to offer and how much they would charge for a pup. The frequency at which many parents will advertise their offerings may also let you find a breeder who is reputable.
Option 2: Be prepared to pay a certain number of dollars for an old english sheepdog with good records and strong personality. [title] Ask your veterinarian about your old english sheepdog.
Option 3: Also, a great place to spot your breeder is at your local kennel club's dog show. Internet listings are not the best, as many of the dogs come from puppy mills.
Answer:",Answer: option 3,3,3,True
1-shot,1.0,1,17,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to remove interior walls [title] First, determine if the wall you want to remove is a load bearing wall, meaning it supports the floor above. [step] Go into your basement (or crawlspace) and look at the alignment of floor joists. These are large pieces of lumber going across the house from side to side supporting the floor/roof and are generally 16 "" apart.
Option 0: If one side is facing out of the house, they'll likely be 16 "" apart. And if one side is facing in, these will be 24 "" apart.
Option 1: Remember the alignment-they generally go from side to side on most modern homes across the width of the house. [title] If the wall you want to remove is at a right angle to the floor joists-stop.
Option 2: The pallets facing your home and building plans typically occupy much less space in a single wall frame. [title] Use a small trowel to scrub smooth surfaces with the grain.
Option 3: Also, examine the front corners of the front wall. This is a great place to check on a load bearing wall.
Answer:",Answer: option 1,1,1,True
1-shot,1.0,1,18,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: A small boy is seen punching and kicking a man on his knees wearing gloves. another boy
Option 0: steps up and hits the man holding him down while twisting and making several kicks with the man's help.
Option 1: approaches while the mat is being rolled and jumps on the man to continue hitting.
Option 2: punches and kicks the same man.
Option 3: is seen punching and kicking a man standing up.
Answer:",Answer: option 2,2,2,True
1-shot,1.0,1,19,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to not be affected by your friends insulting your views on religion [title] Remember, different strokes for different folks. [step] Not everyone has the same views on everything. You may look at your religion as pure and loving, but to others it may have some faults.
Option 0: Remind yourself that you have different egos, but all people are different. If none of your friends are truly atheists, they don't have the same moral compass.
Option 1: Fortunately, this is intentional and no one gets mad when he/she doesn't feel pure in existence. [title] Tell yourself it is not important what other people think of you.
Option 2: You may dislike most of the things your friends do to support the beliefs of others. [title] There are lots of different outcomes of every situation.
Option 3: Be more tolerant than those that are insulting your views. [title] Don't let their taunts affect you.
Answer:",Answer: option 3,3,3,True
1-shot,1.0,1,20,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to make a donut bun [title] Buy a donut form or find a clean sock. [step] Donut forms can be purchased in the hair accessories section of the drugstore, but it's just as easy to make your own with a sock. You want a large, stretchy tube sock that's easy to roll.
Option 0: [substeps] The roll should be approximately 50 millimetres (11 in) in length, with a hole in the middle for stuffing. The tube sock is washable, making it impossible to change a simple roll you rolled yourself.
Option 1: If you want a slightly less large tube sock, buy a sock that is smaller. Roll up the sock into an accordion-like sock shape.
Option 2: Use an old pair because you will be cutting the toe off. [substeps] It's best if you have a sock that's similar to your hair color, but any sock will work.
Option 3: Running in place when you roll the sock up helps distribute the hair evenly throughout the donut as it gets folded. [substeps] Pull out as much hair as possible.
Answer:",Answer: option 2,2,2,True
1-shot,1.0,1,21,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to prevent thrush when breastfeeding [title] Sterilize any feeding instruments. [step] This is particularly important to do if your baby has presented with thrush symptoms. Any instrument that comes into contact with your baby's mouth and your nipple should be sterilized.
Option 0: Wash your hands before and after handling your baby to prevent the spread of the disease. [title] Wash your hands with soap and water before handling you baby.
Option 1: [substeps] Sterilizing a nursing instrument increases the likelihood of thrush infection. For example, consider sterilizing instruments with tca or.
Option 2: You can do this by bringing water to a boil and placing the instruments inside for five minutes after every use. The instruments you should sterilize include : [substeps] The teething ring, pacifiers, and the teat of the feeding bottle.
Option 3: To sterilize a given tool or nipple, wash it thoroughly with soap and water, then dry it with a clean towel. [substeps] You can sterilize an already sterilized tool in the kitchen sink or on the dishwasher.
Answer:",Answer: option 2,2,2,True
1-shot,1.0,1,22,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to draft a stock purchase agreement [title] Format your document. [step] Open a blank word processing document. You should set the font size and style to something most people can read.
Option 0: A women's word style is okay for a large document. In a man's favor, however, an invitation to type out the agreement almost doubles the benefit.
Option 1: A thicker, more professional looking document does not require a thicker document. [substeps] With an open word document, your draft must remain formatted.
Option 2: Insert the heading headings in front of your document and set the date. [substeps] Commonly, stock purchase agreements require a certain number of characters, such as 1 and 2.
Option 3: Times new roman 12 point works for most people, but feel free to choose anything legible. [substeps] You might be making multiple stock sales to many different buyers.
Answer:",Answer: option 3,3,3,True
1-shot,1.0,1,23,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to increase your baby's chances of being smart from womb to birth [title] Give your baby a name as soon as you know the sex of your baby. [step] This will help you to communicate with your beloved baby. [title] Stay active.
Option 0: [step] This means swimming, playing fetch, swimming, breastfeeding, or picking up your baby. Keep your baby on his feet with his back turned.
Option 1: [step] During labor, your baby's body learns to regulate its temperature very quickly. So, when your baby is first born, it needs to be active, hence increasing its chances of being able to use heat.
Option 2: [step] While you are taking care of your baby, don't be discouraged by laziness. At the core of being smart is being active: take about 30 minutes daily to walk, play, and talk to your baby.
Option 3: [step] As your pregnancy progresses, your fetus will acquire more skills. He/she will be able to kick, move, see, hear, suck his/her thumb, have some taste selections for music and even food.
Answer:",option 2,3,2,False
1-shot,1.0,1,24,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example:
Context: The man put the ball on the tee.
Option 0: He swung the golf club and hit it.
Option 1: He watched TV.
Option 2: He went swimming.
Option 3: He cooked dinner.
Answer: option 0


Now solve:
Context: [header] How to have a cute and bubbly personality [title] Keep a positive worldview. [step] Being bubbly means developing a positive outlook to find the best in other people while lifting their spirits with your attitude. [substeps] Find ways to recast a negative situation in a positive light.
Option 0: For example, try to remind yourself that something exciting was going on at work before a big event like a new job is coming up. Remind yourself that you can't move forward simply because something bad happened.
Option 1: For example, if your friend did something unfortunately that cannot change, you might get angry at her or remind yourself that it wasn't her fault or isn't important to her. Focus on the positives in things that do not happen everyday, and instead focus on things that make people laugh and high energy.
Option 2: For example, instead of thinking "" i'm so worried about finishing this essay, "" rephrase the thought as "" i'm so excited to write a great essay. "" practice finding positive aspects to daily life.
Option 3: If you find yourself beating yourself up when you think the worst about yourself, start revisiting those circumstances, but then remind yourself that you are on your own, so you are not alone. Remember that for some people, having a positive outlook on life will make them happy.
Answer:",Answer: option 2,2,2,True
3-shot,1.0,1,0,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example 1:
Context: The chef chopped vegetables on the counter.
Option 0: He played a video game.
Option 1: He added them to a pot to make soup.
Option 2: He went for a jog.
Option 3: He wrote a letter.
Answer: option 1


Example 2:
Context: The woman filled the cup with coffee.
Option 0: She added cream and sugar before taking a sip.
Option 1: She threw the cup away.
Option 2: She washed the cup.
Option 3: She went to bed.
Answer: option 0


Example 3:
Context: The runner tightened his shoes at the starting line.
Option 0: The race began and he started running.
Option 1: He went to sleep.
Option 2: He read a book.
Option 3: He ate a pizza.
Answer: option 0


Now solve:
Context: A group of people are sitting outside on the bleachers watching a game of water polo. in the water
Option 0: , two boys begin treading water and staying in the same place.
Option 1: a woman stands on a rope over and over.
Option 2: , a person is seen sitting on the sand while the people in the net cheers on.
Option 3: , a man is thrown into a pile of wood by someone riding a motor bike in the water.
Answer:",Answer: option 0,0,0,True
3-shot,1.0,1,1,"You are a reasoning assistant. Choose the most plausible way to continue the story. Respond only with 'Answer: option X'.
Example 1:
Context: The chef chopped vegetables on the counter.
Option 0: He played a video game.
Option 1: He added them to a pot to make soup.
Option 2: He went for a jog.
Option 3: He wrote a letter.
Answer: option 1


Example 2:
Context: The woman filled the cup with coffee.
Option 0: She added cream and sugar before taking a sip.
Option 1: She threw the cup away.
Option 2: She washed the cup.
Option 3: She went to bed.
Answer: option 0


Example 3:
Context: The runner tightened his shoes at the starting line.
Option 0: The race began and he started running.
Option 1: He went to sleep.
Option 2: He read a book.
Option 3: He ate a pizza.
Answer: option 0


Now solve:
Context: A group of boys are on the sidewalk of a street. They are bouncing around on stilts. they
Option 0: continue talking as they bounce and walk.
Option 1: have wrapping paper in their hands.
Option 2: hit hoops each other as they walk.
Option 3: bounce and flip over a wobbly bar onto a mat.
Answer:",Answer: option 0,0,0,True
